testname,N,ds,average_comparisons,max_comparisons,average_pointer_operations,max_pointer_operations,average_tree_height,max_tree_height,average_cost,max_cost
"random_keys_insertion_and_deletion_inserts",40000,"RBT",14,18,19,34,16,19,33,52
"random_keys_insertion_and_deletion_deletes",40000,"RBT",13,18,17,37,17,19,30,52
"ascending_keys_insertion_and_deletion_inserts",40000,"RBT",25,28,33,37,25,28,58,65
"ascending_keys_insertion_and_deletion_deletes",40000,"RBT",13,20,16,35,16,28,29,48
"random_keys_insertion_and_deletion_inserts",40000,"RBT",14,19,19,35,17,19,34,54
"random_keys_insertion_and_deletion_deletes",40000,"RBT",13,19,17,37,17,19,30,52
"ascending_keys_insertion_and_deletion_inserts",40000,"RBT",25,28,33,37,25,28,58,65
"ascending_keys_insertion_and_deletion_deletes",40000,"RBT",13,17,16,35,16,27,29,50
"random_keys_insertion_and_deletion_inserts",40000,"RBT",14,18,19,34,16,18,33,52
"random_keys_insertion_and_deletion_deletes",40000,"RBT",13,18,17,36,16,18,30,52
"ascending_keys_insertion_and_deletion_inserts",40000,"RBT",25,28,33,37,25,28,58,65
"ascending_keys_insertion_and_deletion_deletes",40000,"RBT",13,17,16,36,16,28,29,50
"random_keys_insertion_and_deletion_inserts",50000,"RBT",14,19,20,35,17,19,34,54
"random_keys_insertion_and_deletion_deletes",50000,"RBT",13,19,17,38,17,19,30,54
"ascending_keys_insertion_and_deletion_inserts",50000,"RBT",25,29,34,38,25,29,59,67
"ascending_keys_insertion_and_deletion_deletes",50000,"RBT",13,19,16,35,16,28,29,50
"random_keys_insertion_and_deletion_inserts",50000,"RBT",14,19,20,35,17,19,34,54
"random_keys_insertion_and_deletion_deletes",50000,"RBT",13,19,17,37,17,19,30,54
"ascending_keys_insertion_and_deletion_inserts",50000,"RBT",25,29,34,38,25,29,59,67
"ascending_keys_insertion_and_deletion_deletes",50000,"RBT",13,23,16,35,16,28,29,54
"random_keys_insertion_and_deletion_inserts",50000,"RBT",14,19,20,34,17,19,34,52
"random_keys_insertion_and_deletion_deletes",50000,"RBT",13,19,17,38,17,19,30,54
"ascending_keys_insertion_and_deletion_inserts",50000,"RBT",25,29,34,38,25,29,59,67
"ascending_keys_insertion_and_deletion_deletes",50000,"RBT",13,20,16,36,16,28,29,50
"random_keys_insertion_and_deletion_inserts",50000,"RBT",14,19,20,35,17,19,34,54
"random_keys_insertion_and_deletion_deletes",50000,"RBT",13,19,17,38,17,19,31,54
"ascending_keys_insertion_and_deletion_inserts",50000,"RBT",25,29,34,38,25,29,59,67
"ascending_keys_insertion_and_deletion_deletes",50000,"RBT",13,20,16,36,16,28,29,50
"random_keys_insertion_and_deletion_inserts",50000,"RBT",14,19,20,35,17,19,34,54
"random_keys_insertion_and_deletion_deletes",50000,"RBT",13,19,17,37,17,19,30,54
"ascending_keys_insertion_and_deletion_inserts",50000,"RBT",25,29,34,38,25,29,59,67
"ascending_keys_insertion_and_deletion_deletes",50000,"RBT",13,18,16,36,17,28,29,50
"random_keys_insertion_and_deletion_inserts",50000,"RBT",14,19,20,34,17,19,34,52
"random_keys_insertion_and_deletion_deletes",50000,"RBT",13,19,17,37,17,19,30,52
"ascending_keys_insertion_and_deletion_inserts",50000,"RBT",25,29,34,38,25,29,59,67
"ascending_keys_insertion_and_deletion_deletes",50000,"RBT",13,20,16,36,17,28,30,50
"random_keys_insertion_and_deletion_inserts",50000,"RBT",14,19,20,35,17,19,34,54
"random_keys_insertion_and_deletion_deletes",50000,"RBT",13,19,17,37,17,19,31,52
"ascending_keys_insertion_and_deletion_inserts",50000,"RBT",25,29,34,38,25,29,59,67
"ascending_keys_insertion_and_deletion_deletes",50000,"RBT",13,19,16,35,16,28,29,50
"random_keys_insertion_and_deletion_inserts",50000,"RBT",14,19,20,35,17,19,34,54
"random_keys_insertion_and_deletion_deletes",50000,"RBT",13,19,17,37,17,19,31,52
"ascending_keys_insertion_and_deletion_inserts",50000,"RBT",25,29,34,38,25,29,59,67
"ascending_keys_insertion_and_deletion_deletes",50000,"RBT",13,21,16,36,16,28,30,50
"random_keys_insertion_and_deletion_inserts",50000,"RBT",14,19,20,35,17,19,34,54
"random_keys_insertion_and_deletion_deletes",50000,"RBT",13,19,17,37,17,19,30,54
"ascending_keys_insertion_and_deletion_inserts",50000,"RBT",25,29,34,38,25,29,59,67
"ascending_keys_insertion_and_deletion_deletes",50000,"RBT",13,19,16,36,16,28,29,50
"random_keys_insertion_and_deletion_inserts",50000,"RBT",14,19,20,35,17,19,34,54
"random_keys_insertion_and_deletion_deletes",50000,"RBT",13,19,17,38,17,19,30,52
"ascending_keys_insertion_and_deletion_inserts",50000,"RBT",25,29,34,38,25,29,59,67
"ascending_keys_insertion_and_deletion_deletes",50000,"RBT",13,19,16,34,16,28,29,48
"random_keys_insertion_and_deletion_inserts",50000,"RBT",14,19,20,35,17,19,34,54
"random_keys_insertion_and_deletion_deletes",50000,"RBT",13,19,17,37,17,19,30,52
"ascending_keys_insertion_and_deletion_inserts",50000,"RBT",25,29,34,38,25,29,59,67
"ascending_keys_insertion_and_deletion_deletes",50000,"RBT",13,21,16,37,16,28,29,52
"random_keys_insertion_and_deletion_inserts",50000,"RBT",14,19,20,35,17,19,34,54
"random_keys_insertion_and_deletion_deletes",50000,"RBT",13,19,17,37,17,19,30,54
"ascending_keys_insertion_and_deletion_inserts",50000,"RBT",25,29,34,38,25,29,59,67
"ascending_keys_insertion_and_deletion_deletes",50000,"RBT",13,19,16,36,16,28,29,50
"random_keys_insertion_and_deletion_inserts",50000,"RBT",14,19,20,35,17,19,34,54
"random_keys_insertion_and_deletion_deletes",50000,"RBT",13,19,17,37,17,19,30,54
"ascending_keys_insertion_and_deletion_inserts",50000,"RBT",25,29,34,38,25,29,59,67
"ascending_keys_insertion_and_deletion_deletes",50000,"RBT",13,20,16,35,16,29,29,48
"random_keys_insertion_and_deletion_inserts",50000,"RBT",14,19,20,34,17,19,34,52
"random_keys_insertion_and_deletion_deletes",50000,"RBT",13,19,17,37,17,19,30,52
"ascending_keys_insertion_and_deletion_inserts",50000,"RBT",25,29,34,38,25,29,59,67
"ascending_keys_insertion_and_deletion_deletes",50000,"RBT",13,18,16,35,17,28,29,50
"random_keys_insertion_and_deletion_inserts",50000,"RBT",14,19,20,35,17,19,34,54
"random_keys_insertion_and_deletion_deletes",50000,"RBT",13,19,17,37,17,19,30,52
"ascending_keys_insertion_and_deletion_inserts",50000,"RBT",25,29,34,38,25,29,59,67
"ascending_keys_insertion_and_deletion_deletes",50000,"RBT",13,19,16,35,16,28,29,48
"random_keys_insertion_and_deletion_inserts",50000,"RBT",14,19,20,35,17,19,34,54
"random_keys_insertion_and_deletion_deletes",50000,"RBT",13,19,17,38,17,19,30,54
"ascending_keys_insertion_and_deletion_inserts",50000,"RBT",25,29,34,38,25,29,59,67
"ascending_keys_insertion_and_deletion_deletes",50000,"RBT",13,21,16,36,16,28,29,50
"random_keys_insertion_and_deletion_inserts",50000,"RBT",14,19,20,35,17,19,34,54
"random_keys_insertion_and_deletion_deletes",50000,"RBT",13,19,17,38,17,19,30,54
"ascending_keys_insertion_and_deletion_inserts",50000,"RBT",25,29,34,38,25,29,59,67
"ascending_keys_insertion_and_deletion_deletes",50000,"RBT",13,19,16,35,16,29,29,49
"random_keys_insertion_and_deletion_inserts",50000,"RBT",14,19,20,35,17,19,34,54
"random_keys_insertion_and_deletion_deletes",50000,"RBT",13,19,17,37,17,19,30,54
"ascending_keys_insertion_and_deletion_inserts",50000,"RBT",25,29,34,38,25,29,59,67
"ascending_keys_insertion_and_deletion_deletes",50000,"RBT",13,19,16,36,16,28,29,48
"random_keys_insertion_and_deletion_inserts",50000,"RBT",14,19,20,35,17,19,34,54
"random_keys_insertion_and_deletion_deletes",50000,"RBT",13,19,17,38,17,19,31,54
"ascending_keys_insertion_and_deletion_inserts",50000,"RBT",25,29,34,38,25,29,59,67
"ascending_keys_insertion_and_deletion_deletes",50000,"RBT",13,20,16,37,16,28,29,52
"random_keys_insertion_and_deletion_inserts",50000,"RBT",14,19,20,35,17,20,34,54
"random_keys_insertion_and_deletion_deletes",50000,"RBT",13,19,17,38,18,20,31,56
"ascending_keys_insertion_and_deletion_inserts",50000,"RBT",25,29,34,38,25,29,59,67
"ascending_keys_insertion_and_deletion_deletes",50000,"RBT",13,19,16,35,17,29,30,50
"random_keys_insertion_and_deletion_inserts",60000,"RBT",14,20,20,35,17,20,35,54
"random_keys_insertion_and_deletion_deletes",60000,"RBT",13,20,17,38,18,20,31,54
"ascending_keys_insertion_and_deletion_inserts",60000,"RBT",26,29,34,38,26,29,61,67
"ascending_keys_insertion_and_deletion_deletes",60000,"RBT",13,19,16,36,16,29,30,50
"random_keys_insertion_and_deletion_inserts",60000,"RBT",14,20,20,35,17,20,35,54
"random_keys_insertion_and_deletion_deletes",60000,"RBT",13,20,17,39,18,20,31,54
"ascending_keys_insertion_and_deletion_inserts",60000,"RBT",26,29,34,38,26,29,61,67
"ascending_keys_insertion_and_deletion_deletes",60000,"RBT",13,19,16,36,17,28,30,50
"random_keys_insertion_and_deletion_inserts",60000,"RBT",14,19,20,35,17,19,35,54
"random_keys_insertion_and_deletion_deletes",60000,"RBT",13,19,17,38,18,19,31,54
"ascending_keys_insertion_and_deletion_inserts",60000,"RBT",26,29,34,38,26,29,61,67
"ascending_keys_insertion_and_deletion_deletes",60000,"RBT",13,18,16,36,17,29,30,50
"random_keys_insertion_and_deletion_inserts",60000,"RBT",14,20,20,35,17,20,35,54
"random_keys_insertion_and_deletion_deletes",60000,"RBT",13,20,17,38,18,20,31,54
"ascending_keys_insertion_and_deletion_inserts",60000,"RBT",26,29,34,38,26,29,61,67
"ascending_keys_insertion_and_deletion_deletes",60000,"RBT",13,18,16,36,16,29,30,50
"random_keys_insertion_and_deletion_inserts",60000,"RBT",14,19,20,35,17,19,35,54
"random_keys_insertion_and_deletion_deletes",60000,"RBT",13,19,17,38,17,19,31,54
"ascending_keys_insertion_and_deletion_inserts",60000,"RBT",26,29,34,38,26,29,61,67
"ascending_keys_insertion_and_deletion_deletes",60000,"RBT",13,19,16,37,17,29,30,52
"random_keys_insertion_and_deletion_inserts",60000,"RBT",14,19,20,35,17,20,35,54
"random_keys_insertion_and_deletion_deletes",60000,"RBT",13,19,17,38,18,20,31,54
"ascending_keys_insertion_and_deletion_inserts",60000,"RBT",26,29,34,38,26,29,61,67
"ascending_keys_insertion_and_deletion_deletes",60000,"RBT",13,17,16,36,16,29,30,50
"random_keys_insertion_and_deletion_inserts",60000,"RBT",14,19,20,35,17,19,35,54
"random_keys_insertion_and_deletion_deletes",60000,"RBT",13,19,17,37,18,19,31,54
"ascending_keys_insertion_and_deletion_inserts",60000,"RBT",26,29,34,38,26,29,61,67
"ascending_keys_insertion_and_deletion_deletes",60000,"RBT",13,20,16,36,17,28,30,51
"random_keys_insertion_and_deletion_inserts",60000,"RBT",14,19,20,35,17,19,35,54
"random_keys_insertion_and_deletion_deletes",60000,"RBT",13,19,17,37,17,19,31,52
"ascending_keys_insertion_and_deletion_inserts",60000,"RBT",26,29,34,38,26,29,61,67
"ascending_keys_insertion_and_deletion_deletes",60000,"RBT",13,17,16,36,16,29,30,50
"random_keys_insertion_and_deletion_inserts",60000,"RBT",14,19,20,35,17,19,35,54
"random_keys_insertion_and_deletion_deletes",60000,"RBT",13,19,17,37,17,19,31,54
"ascending_keys_insertion_and_deletion_inserts",60000,"RBT",26,29,34,38,26,29,61,67
"ascending_keys_insertion_and_deletion_deletes",60000,"RBT",13,17,16,36,16,28,30,50
"random_keys_insertion_and_deletion_inserts",60000,"RBT",14,19,20,35,17,20,35,54
"random_keys_insertion_and_deletion_deletes",60000,"RBT",13,19,17,38,18,20,31,54
"ascending_keys_insertion_and_deletion_inserts",60000,"RBT",26,29,34,38,26,29,61,67
"ascending_keys_insertion_and_deletion_deletes",60000,"RBT",13,20,16,36,16,29,30,50
"random_keys_insertion_and_deletion_inserts",60000,"RBT",14,19,20,35,17,19,35,54
"random_keys_insertion_and_deletion_deletes",60000,"RBT",13,19,17,38,17,19,31,54
"ascending_keys_insertion_and_deletion_inserts",60000,"RBT",26,29,34,38,26,29,61,67
"ascending_keys_insertion_and_deletion_deletes",60000,"RBT",13,17,16,36,16,29,30,50
"random_keys_insertion_and_deletion_inserts",60000,"RBT",14,19,20,35,17,19,35,54
"random_keys_insertion_and_deletion_deletes",60000,"RBT",13,19,17,37,17,19,31,54
"ascending_keys_insertion_and_deletion_inserts",60000,"RBT",26,29,34,38,26,29,61,67
"ascending_keys_insertion_and_deletion_deletes",60000,"RBT",13,19,16,36,16,28,30,50
"random_keys_insertion_and_deletion_inserts",60000,"RBT",14,19,20,35,17,19,35,54
"random_keys_insertion_and_deletion_deletes",60000,"RBT",13,19,17,37,17,19,31,54
"ascending_keys_insertion_and_deletion_inserts",60000,"RBT",26,29,34,38,26,29,61,67
"ascending_keys_insertion_and_deletion_deletes",60000,"RBT",13,20,16,36,17,28,30,50
"random_keys_insertion_and_deletion_inserts",60000,"RBT",14,19,20,35,17,19,35,54
"random_keys_insertion_and_deletion_deletes",60000,"RBT",13,19,17,38,17,19,31,54
"ascending_keys_insertion_and_deletion_inserts",60000,"RBT",26,29,34,38,26,29,61,67
"ascending_keys_insertion_and_deletion_deletes",60000,"RBT",13,18,16,36,16,28,30,48
"random_keys_insertion_and_deletion_inserts",60000,"RBT",14,19,20,35,17,20,35,54
"random_keys_insertion_and_deletion_deletes",60000,"RBT",13,20,17,38,18,20,31,54
"ascending_keys_insertion_and_deletion_inserts",60000,"RBT",26,29,34,38,26,29,61,67
"ascending_keys_insertion_and_deletion_deletes",60000,"RBT",13,19,16,36,16,29,30,50
"random_keys_insertion_and_deletion_inserts",60000,"RBT",14,20,20,35,17,20,35,54
"random_keys_insertion_and_deletion_deletes",60000,"RBT",13,20,17,38,18,20,31,54
"ascending_keys_insertion_and_deletion_inserts",60000,"RBT",26,29,34,38,26,29,61,67
"ascending_keys_insertion_and_deletion_deletes",60000,"RBT",13,19,16,36,16,28,30,50
"random_keys_insertion_and_deletion_inserts",60000,"RBT",14,19,20,35,17,20,35,54
"random_keys_insertion_and_deletion_deletes",60000,"RBT",13,20,17,38,18,20,31,54
"ascending_keys_insertion_and_deletion_inserts",60000,"RBT",26,29,34,38,26,29,61,67
"ascending_keys_insertion_and_deletion_deletes",60000,"RBT",13,19,16,36,16,28,30,50
"random_keys_insertion_and_deletion_inserts",60000,"RBT",14,20,20,36,18,20,35,56
"random_keys_insertion_and_deletion_deletes",60000,"RBT",13,20,17,38,18,20,31,54
"ascending_keys_insertion_and_deletion_inserts",60000,"RBT",26,29,34,38,26,29,61,67
"ascending_keys_insertion_and_deletion_deletes",60000,"RBT",13,20,16,36,17,28,30,52
"random_keys_insertion_and_deletion_inserts",60000,"RBT",14,19,20,35,17,20,35,54
"random_keys_insertion_and_deletion_deletes",60000,"RBT",13,19,17,37,18,20,31,54
"ascending_keys_insertion_and_deletion_inserts",60000,"RBT",26,29,34,38,26,29,61,67
"ascending_keys_insertion_and_deletion_deletes",60000,"RBT",13,19,16,36,16,28,30,50
"random_keys_insertion_and_deletion_inserts",60000,"RBT",14,19,20,35,17,19,35,54
"random_keys_insertion_and_deletion_deletes",60000,"RBT",13,19,17,37,17,19,31,54
"ascending_keys_insertion_and_deletion_inserts",60000,"RBT",26,29,34,38,26,29,61,67
"ascending_keys_insertion_and_deletion_deletes",60000,"RBT",13,18,16,36,16,28,30,50
"random_keys_insertion_and_deletion_inserts",70000,"RBT",15,19,20,35,17,20,35,54
"random_keys_insertion_and_deletion_deletes",70000,"RBT",13,19,17,38,18,20,31,54
"ascending_keys_insertion_and_deletion_inserts",70000,"RBT",26,30,35,39,26,30,61,69
"ascending_keys_insertion_and_deletion_deletes",70000,"RBT",13,20,17,36,17,30,30,52
"random_keys_insertion_and_deletion_inserts",70000,"RBT",15,19,20,35,17,20,35,54
"random_keys_insertion_and_deletion_deletes",70000,"RBT",13,19,17,38,18,20,31,54
"ascending_keys_insertion_and_deletion_inserts",70000,"RBT",26,30,35,39,26,30,61,69
"ascending_keys_insertion_and_deletion_deletes",70000,"RBT",13,20,17,36,17,29,30,50
"random_keys_insertion_and_deletion_inserts",70000,"RBT",14,20,20,35,18,20,35,54
"random_keys_insertion_and_deletion_deletes",70000,"RBT",13,20,17,38,18,20,31,56
"ascending_keys_insertion_and_deletion_inserts",70000,"RBT",26,30,35,39,26,30,61,69
"ascending_keys_insertion_and_deletion_deletes",70000,"RBT",13,18,17,36,17,29,30,50
"random_keys_insertion_and_deletion_inserts",70000,"RBT",14,19,20,35,17,19,35,54
"random_keys_insertion_and_deletion_deletes",70000,"RBT",13,19,17,38,17,19,31,54
"ascending_keys_insertion_and_deletion_inserts",70000,"RBT",26,30,35,39,26,30,61,69
"ascending_keys_insertion_and_deletion_deletes",70000,"RBT",13,20,17,35,17,29,30,50
"random_keys_insertion_and_deletion_inserts",70000,"RBT",15,20,20,35,18,20,35,54
"random_keys_insertion_and_deletion_deletes",70000,"RBT",13,20,17,38,18,20,31,54
"ascending_keys_insertion_and_deletion_inserts",70000,"RBT",26,30,35,39,26,30,61,69
"ascending_keys_insertion_and_deletion_deletes",70000,"RBT",13,18,17,36,17,29,30,50
"random_keys_insertion_and_deletion_inserts",70000,"RBT",15,19,20,35,17,19,35,54
"random_keys_insertion_and_deletion_deletes",70000,"RBT",14,19,17,38,18,19,31,54
"ascending_keys_insertion_and_deletion_inserts",70000,"RBT",26,30,35,39,26,30,61,69
"ascending_keys_insertion_and_deletion_deletes",70000,"RBT",13,20,17,36,17,29,30,50
"random_keys_insertion_and_deletion_inserts",70000,"RBT",14,19,20,35,17,19,35,54
"random_keys_insertion_and_deletion_deletes",70000,"RBT",13,19,17,38,18,19,31,54
"ascending_keys_insertion_and_deletion_inserts",70000,"RBT",26,30,35,39,26,30,61,69
"ascending_keys_insertion_and_deletion_deletes",70000,"RBT",13,20,17,37,17,29,30,52
"random_keys_insertion_and_deletion_inserts",70000,"RBT",15,20,20,36,18,20,35,56
"random_keys_insertion_and_deletion_deletes",70000,"RBT",14,19,17,38,18,20,31,54
"ascending_keys_insertion_and_deletion_inserts",70000,"RBT",26,30,35,39,26,30,61,69
"ascending_keys_insertion_and_deletion_deletes",70000,"RBT",13,18,17,36,17,29,30,50
"random_keys_insertion_and_deletion_inserts",70000,"RBT",15,19,20,35,17,20,35,54
"random_keys_insertion_and_deletion_deletes",70000,"RBT",13,19,17,38,18,20,31,54
"ascending_keys_insertion_and_deletion_inserts",70000,"RBT",26,30,35,39,26,30,61,69
"ascending_keys_insertion_and_deletion_deletes",70000,"RBT",13,19,17,36,18,29,30,52
"random_keys_insertion_and_deletion_inserts",70000,"RBT",15,20,20,35,17,20,35,54
"random_keys_insertion_and_deletion_deletes",70000,"RBT",14,19,17,38,18,20,31,54
"ascending_keys_insertion_and_deletion_inserts",70000,"RBT",26,30,35,39,26,30,61,69
"ascending_keys_insertion_and_deletion_deletes",70000,"RBT",13,19,17,36,17,29,30,50
"random_keys_insertion_and_deletion_inserts",70000,"RBT",14,20,20,35,17,20,35,54
"random_keys_insertion_and_deletion_deletes",70000,"RBT",13,20,17,38,18,20,31,54
"ascending_keys_insertion_and_deletion_inserts",70000,"RBT",26,30,35,39,26,30,61,69
"ascending_keys_insertion_and_deletion_deletes",70000,"RBT",13,20,17,36,17,29,30,50
"random_keys_insertion_and_deletion_inserts",70000,"RBT",15,19,20,35,17,20,35,54
"random_keys_insertion_and_deletion_deletes",70000,"RBT",13,20,17,38,18,20,31,54
"ascending_keys_insertion_and_deletion_inserts",70000,"RBT",26,30,35,39,26,30,61,69
"ascending_keys_insertion_and_deletion_deletes",70000,"RBT",13,18,17,37,17,29,30,52
"random_keys_insertion_and_deletion_inserts",70000,"RBT",14,19,20,35,17,19,35,54
"random_keys_insertion_and_deletion_deletes",70000,"RBT",13,19,17,38,18,19,31,54
"ascending_keys_insertion_and_deletion_inserts",70000,"RBT",26,30,35,39,26,30,61,69
"ascending_keys_insertion_and_deletion_deletes",70000,"RBT",13,19,17,37,17,29,30,52
"random_keys_insertion_and_deletion_inserts",70000,"RBT",15,19,20,35,17,20,35,54
"random_keys_insertion_and_deletion_deletes",70000,"RBT",14,20,17,38,18,20,31,54
"ascending_keys_insertion_and_deletion_inserts",70000,"RBT",26,30,35,39,26,30,61,69
"ascending_keys_insertion_and_deletion_deletes",70000,"RBT",13,18,17,37,17,29,30,52
"random_keys_insertion_and_deletion_inserts",70000,"RBT",15,20,20,35,18,20,35,54
"random_keys_insertion_and_deletion_deletes",70000,"RBT",14,20,17,38,18,20,31,54
"ascending_keys_insertion_and_deletion_inserts",70000,"RBT",26,30,35,39,26,30,61,69
"ascending_keys_insertion_and_deletion_deletes",70000,"RBT",13,21,17,37,17,29,30,52
"random_keys_insertion_and_deletion_inserts",70000,"RBT",15,19,20,35,17,20,35,54
"random_keys_insertion_and_deletion_deletes",70000,"RBT",14,19,17,38,18,20,31,54
"ascending_keys_insertion_and_deletion_inserts",70000,"RBT",26,30,35,39,26,30,61,69
"ascending_keys_insertion_and_deletion_deletes",70000,"RBT",13,19,17,37,17,29,30,52
"random_keys_insertion_and_deletion_inserts",70000,"RBT",15,20,20,35,17,20,35,54
"random_keys_insertion_and_deletion_deletes",70000,"RBT",14,20,17,39,18,20,31,56
"ascending_keys_insertion_and_deletion_inserts",70000,"RBT",26,30,35,39,26,30,61,69
"ascending_keys_insertion_and_deletion_deletes",70000,"RBT",13,23,17,37,17,29,30,52
"random_keys_insertion_and_deletion_inserts",70000,"RBT",15,19,20,35,18,20,35,54
"random_keys_insertion_and_deletion_deletes",70000,"RBT",14,20,17,38,18,20,32,54
"ascending_keys_insertion_and_deletion_inserts",70000,"RBT",26,30,35,39,26,30,61,69
"ascending_keys_insertion_and_deletion_deletes",70000,"RBT",13,18,17,37,17,29,30,52
"random_keys_insertion_and_deletion_inserts",70000,"RBT",15,19,20,35,18,20,35,54
"random_keys_insertion_and_deletion_deletes",70000,"RBT",14,20,17,38,18,20,31,54
"ascending_keys_insertion_and_deletion_inserts",70000,"RBT",26,30,35,39,26,30,61,69
"ascending_keys_insertion_and_deletion_deletes",70000,"RBT",13,19,17,37,17,29,30,52
"random_keys_insertion_and_deletion_inserts",70000,"RBT",15,20,20,35,17,20,35,54
"random_keys_insertion_and_deletion_deletes",70000,"RBT",13,20,17,38,18,20,31,54
"ascending_keys_insertion_and_deletion_inserts",70000,"RBT",26,30,35,39,26,30,61,69
"ascending_keys_insertion_and_deletion_deletes",70000,"RBT",13,18,17,36,17,29,30,50
"random_keys_insertion_and_deletion_inserts",80000,"RBT",15,20,20,35,18,20,36,54
"random_keys_insertion_and_deletion_deletes",80000,"RBT",14,20,18,38,18,20,32,54
"ascending_keys_insertion_and_deletion_inserts",80000,"RBT",27,30,35,39,27,30,62,69
"ascending_keys_insertion_and_deletion_deletes",80000,"RBT",14,19,17,37,17,29,31,52
"random_keys_insertion_and_deletion_inserts",80000,"RBT",15,20,20,35,18,20,36,54
"random_keys_insertion_and_deletion_deletes",80000,"RBT",14,20,18,38,18,20,32,54
"ascending_keys_insertion_and_deletion_inserts",80000,"RBT",27,30,35,39,27,30,62,69
"ascending_keys_insertion_and_deletion_deletes",80000,"RBT",14,20,17,37,17,29,31,52
"random_keys_insertion_and_deletion_inserts",80000,"RBT",15,20,20,36,18,20,36,56
"random_keys_insertion_and_deletion_deletes",80000,"RBT",14,20,18,38,18,20,32,56
"ascending_keys_insertion_and_deletion_inserts",80000,"RBT",27,30,35,39,27,30,62,69
"ascending_keys_insertion_and_deletion_deletes",80000,"RBT",14,22,17,36,17,29,31,52
"random_keys_insertion_and_deletion_inserts",80000,"RBT",15,20,20,36,18,20,36,56
"random_keys_insertion_and_deletion_deletes",80000,"RBT",14,20,18,38,18,20,32,56
"ascending_keys_insertion_and_deletion_inserts",80000,"RBT",27,30,35,39,27,30,62,69
"ascending_keys_insertion_and_deletion_deletes",80000,"RBT",14,19,17,37,17,29,31,52
"random_keys_insertion_and_deletion_inserts",80000,"RBT",15,20,20,36,18,20,36,56
"random_keys_insertion_and_deletion_deletes",80000,"RBT",14,20,18,38,18,20,32,54
"ascending_keys_insertion_and_deletion_inserts",80000,"RBT",27,30,35,39,27,30,62,69
"ascending_keys_insertion_and_deletion_deletes",80000,"RBT",14,24,17,37,17,30,31,50
"random_keys_insertion_and_deletion_inserts",80000,"RBT",15,20,20,36,18,20,36,56
"random_keys_insertion_and_deletion_deletes",80000,"RBT",14,20,18,38,18,20,32,56
"ascending_keys_insertion_and_deletion_inserts",80000,"RBT",27,30,35,39,27,30,62,69
"ascending_keys_insertion_and_deletion_deletes",80000,"RBT",14,19,17,37,17,30,31,52
"random_keys_insertion_and_deletion_inserts",80000,"RBT",15,20,20,35,18,20,36,54
"random_keys_insertion_and_deletion_deletes",80000,"RBT",14,20,18,38,18,20,32,54
"ascending_keys_insertion_and_deletion_inserts",80000,"RBT",27,30,35,39,27,30,62,69
"ascending_keys_insertion_and_deletion_deletes",80000,"RBT",14,21,17,37,17,29,31,52
"random_keys_insertion_and_deletion_inserts",80000,"RBT",15,20,20,36,18,20,36,56
"random_keys_insertion_and_deletion_deletes",80000,"RBT",14,20,18,38,18,20,32,54
"ascending_keys_insertion_and_deletion_inserts",80000,"RBT",27,30,35,39,27,30,62,69
"ascending_keys_insertion_and_deletion_deletes",80000,"RBT",14,18,17,37,17,30,31,52
"random_keys_insertion_and_deletion_inserts",80000,"RBT",15,20,20,35,18,20,36,54
"random_keys_insertion_and_deletion_deletes",80000,"RBT",14,19,18,38,18,20,32,54
"ascending_keys_insertion_and_deletion_inserts",80000,"RBT",27,30,35,39,27,30,62,69
"ascending_keys_insertion_and_deletion_deletes",80000,"RBT",14,19,17,37,17,29,31,52
"random_keys_insertion_and_deletion_inserts",80000,"RBT",15,20,20,36,18,20,36,56
"random_keys_insertion_and_deletion_deletes",80000,"RBT",14,20,18,38,18,20,32,54
"ascending_keys_insertion_and_deletion_inserts",80000,"RBT",27,30,35,39,27,30,62,69
"ascending_keys_insertion_and_deletion_deletes",80000,"RBT",14,21,17,37,17,30,31,52
"random_keys_insertion_and_deletion_inserts",80000,"RBT",15,20,20,35,18,20,36,54
"random_keys_insertion_and_deletion_deletes",80000,"RBT",14,20,18,39,18,20,32,54
"ascending_keys_insertion_and_deletion_inserts",80000,"RBT",27,30,35,39,27,30,62,69
"ascending_keys_insertion_and_deletion_deletes",80000,"RBT",14,19,17,38,17,29,31,54
"random_keys_insertion_and_deletion_inserts",80000,"RBT",15,19,20,35,18,20,36,54
"random_keys_insertion_and_deletion_deletes",80000,"RBT",14,20,18,38,18,20,32,56
"ascending_keys_insertion_and_deletion_inserts",80000,"RBT",27,30,35,39,27,30,62,69
"ascending_keys_insertion_and_deletion_deletes",80000,"RBT",14,22,17,36,17,29,31,52
"random_keys_insertion_and_deletion_inserts",80000,"RBT",15,20,20,35,18,20,36,54
"random_keys_insertion_and_deletion_deletes",80000,"RBT",14,20,18,38,18,20,32,56
"ascending_keys_insertion_and_deletion_inserts",80000,"RBT",27,30,35,39,27,30,62,69
"ascending_keys_insertion_and_deletion_deletes",80000,"RBT",14,20,17,36,17,29,31,50
"random_keys_insertion_and_deletion_inserts",80000,"RBT",15,20,20,35,18,20,36,54
"random_keys_insertion_and_deletion_deletes",80000,"RBT",14,20,18,38,18,20,32,54
"ascending_keys_insertion_and_deletion_inserts",80000,"RBT",27,30,35,39,27,30,62,69
"ascending_keys_insertion_and_deletion_deletes",80000,"RBT",14,19,17,37,17,29,31,52
"random_keys_insertion_and_deletion_inserts",80000,"RBT",15,20,20,36,18,20,36,56
