testname,N,ds,average_comparisons,max_comparisons,average_pointer_operations,max_pointer_operations,average_tree_height,max_tree_height,average_cost,max_cost
"random_keys_insertion_and_deletion_deletes",40000,"BST",26,51,36,73,30,35,63,118
"ascending_keys_insertion_and_deletion_inserts",40000,"BST",20000,39999,40001,79999,20001,40000,60001,119998
"ascending_keys_insertion_and_deletion_deletes",40000,"BST",20007,79628,20008,79629,19999,39999,40016,159257
"random_keys_insertion_and_deletion_inserts",40000,"BST",18,36,37,73,32,37,55,109
"random_keys_insertion_and_deletion_deletes",40000,"BST",26,58,37,75,31,37,64,133
"ascending_keys_insertion_and_deletion_inserts",40000,"BST",20000,39999,40001,79999,20001,40000,60001,119998
"ascending_keys_insertion_and_deletion_deletes",40000,"BST",20029,79662,20030,79663,19999,39999,40059,159325
"random_keys_insertion_and_deletion_inserts",40000,"BST",17,35,36,71,31,36,54,106
"random_keys_insertion_and_deletion_deletes",40000,"BST",26,51,36,75,31,36,62,123
"ascending_keys_insertion_and_deletion_inserts",40000,"BST",20000,39999,40001,79999,20001,40000,60001,119998
"ascending_keys_insertion_and_deletion_deletes",40000,"BST",19970,79484,19971,79485,19999,39999,39942,158969
"random_keys_insertion_and_deletion_inserts",40000,"BST",18,33,37,67,31,34,55,100
"random_keys_insertion_and_deletion_deletes",40000,"BST",27,55,37,71,30,34,64,124
"ascending_keys_insertion_and_deletion_inserts",40000,"BST",20000,39999,40001,79999,20001,40000,60001,119998
"ascending_keys_insertion_and_deletion_deletes",40000,"BST",20080,79268,20081,79269,19999,39999,40162,158537
"random_keys_insertion_and_deletion_inserts",40000,"BST",17,33,36,67,30,34,53,100
"random_keys_insertion_and_deletion_deletes",40000,"BST",26,54,36,73,30,34,63,127
"ascending_keys_insertion_and_deletion_inserts",40000,"BST",20000,39999,40001,79999,20001,40000,60001,119998
"ascending_keys_insertion_and_deletion_deletes",40000,"BST",20037,79304,20038,79305,19999,39999,40075,158609
"random_keys_insertion_and_deletion_inserts",40000,"BST",18,40,37,81,36,41,56,121
"random_keys_insertion_and_deletion_deletes",40000,"BST",28,64,37,79,36,41,66,142
"ascending_keys_insertion_and_deletion_inserts",40000,"BST",20000,39999,40001,79999,20001,40000,60001,119998
"ascending_keys_insertion_and_deletion_deletes",40000,"BST",20040,79438,20041,79439,19999,39999,40081,158877
"random_keys_insertion_and_deletion_inserts",40000,"BST",18,38,38,77,34,39,56,115
"random_keys_insertion_and_deletion_deletes",40000,"BST",28,55,38,75,33,39,67,127
"ascending_keys_insertion_and_deletion_inserts",40000,"BST",20000,39999,40001,79999,20001,40000,60001,119998
"ascending_keys_insertion_and_deletion_deletes",40000,"BST",19905,79596,19906,79597,19999,39999,39812,159193
"random_keys_insertion_and_deletion_inserts",40000,"BST",18,37,38,75,33,38,57,112
"random_keys_insertion_and_deletion_deletes",40000,"BST",28,59,38,76,33,38,66,131
"ascending_keys_insertion_and_deletion_inserts",40000,"BST",20000,39999,40001,79999,20001,40000,60001,119998
"ascending_keys_insertion_and_deletion_deletes",40000,"BST",19975,79682,19976,79683,19999,39999,39952,159365
"random_keys_insertion_and_deletion_inserts",50000,"BST",17,34,36,69,30,35,54,103
"random_keys_insertion_and_deletion_deletes",50000,"BST",27,54,37,69,30,35,64,123
"ascending_keys_insertion_and_deletion_inserts",50000,"BST",25000,49999,50001,99999,25001,50000,75001,149998
"ascending_keys_insertion_and_deletion_deletes",50000,"BST",25053,99686,25054,99687,24999,49999,50108,199373
"random_keys_insertion_and_deletion_inserts",50000,"BST",19,37,39,75,34,38,58,112
"random_keys_insertion_and_deletion_deletes",50000,"BST",28,59,39,81,34,38,68,140
"ascending_keys_insertion_and_deletion_inserts",50000,"BST",25000,49999,50001,99999,25001,50000,75001,149998
"ascending_keys_insertion_and_deletion_deletes",50000,"BST",24970,99550,24971,99551,24999,49999,49941,199101
"random_keys_insertion_and_deletion_inserts",50000,"BST",20,38,42,77,34,39,63,115
"random_keys_insertion_and_deletion_deletes",50000,"BST",31,63,42,81,35,39,74,144
"ascending_keys_insertion_and_deletion_inserts",50000,"BST",25000,49999,50001,99999,25001,50000,75001,149998
"ascending_keys_insertion_and_deletion_deletes",50000,"BST",24944,99532,24945,99533,24999,49999,49890,199065
"random_keys_insertion_and_deletion_inserts",50000,"BST",19,37,40,75,34,38,59,112
"random_keys_insertion_and_deletion_deletes",50000,"BST",28,57,40,78,34,38,69,134
"ascending_keys_insertion_and_deletion_inserts",50000,"BST",25000,49999,50001,99999,25001,50000,75001,149998
"ascending_keys_insertion_and_deletion_deletes",50000,"BST",24861,99554,24862,99555,24999,49999,49723,199109
"random_keys_insertion_and_deletion_inserts",50000,"BST",18,35,38,71,32,36,57,106
"random_keys_insertion_and_deletion_deletes",50000,"BST",28,58,38,77,32,36,67,130
"ascending_keys_insertion_and_deletion_inserts",50000,"BST",25000,49999,50001,99999,25001,50000,75001,149998
"ascending_keys_insertion_and_deletion_deletes",50000,"BST",24940,99540,24941,99541,24999,49999,49882,199081
"random_keys_insertion_and_deletion_inserts",50000,"BST",19,36,39,73,33,37,58,109
"random_keys_insertion_and_deletion_deletes",50000,"BST",28,54,39,77,32,37,68,129
"ascending_keys_insertion_and_deletion_inserts",50000,"BST",25000,49999,50001,99999,25001,50000,75001,149998
"ascending_keys_insertion_and_deletion_deletes",50000,"BST",24990,99616,24991,99617,24999,49999,49982,199233
"random_keys_insertion_and_deletion_inserts",50000,"BST",18,41,38,83,36,42,56,124
"random_keys_insertion_and_deletion_deletes",50000,"BST",27,61,38,85,35,42,65,146
"ascending_keys_insertion_and_deletion_inserts",50000,"BST",25000,49999,50001,99999,25001,50000,75001,149998
"ascending_keys_insertion_and_deletion_deletes",50000,"BST",24942,99626,24943,99627,24999,49999,49886,199253
"random_keys_insertion_and_deletion_inserts",50000,"BST",19,35,40,71,32,36,60,106
"random_keys_insertion_and_deletion_deletes",50000,"BST",29,59,40,75,32,36,70,130
"ascending_keys_insertion_and_deletion_inserts",50000,"BST",25000,49999,50001,99999,25001,50000,75001,149998
"ascending_keys_insertion_and_deletion_deletes",50000,"BST",24999,99518,25000,99519,24999,49999,49999,199037
"random_keys_insertion_and_deletion_inserts",50000,"BST",19,38,40,77,35,39,60,115
"random_keys_insertion_and_deletion_deletes",50000,"BST",30,60,40,76,34,39,70,133
"ascending_keys_insertion_and_deletion_inserts",50000,"BST",25000,49999,50001,99999,25001,50000,75001,149998
"ascending_keys_insertion_and_deletion_deletes",50000,"BST",24900,99928,24901,99929,24999,49999,49802,199857
"random_keys_insertion_and_deletion_inserts",50000,"BST",18,36,37,73,33,37,56,109
"random_keys_insertion_and_deletion_deletes",50000,"BST",27,57,38,77,33,37,66,132
"ascending_keys_insertion_and_deletion_inserts",50000,"BST",25000,49999,50001,99999,25001,50000,75001,149998
"ascending_keys_insertion_and_deletion_deletes",50000,"BST",24912,99426,24913,99427,24999,49999,49826,198853
"random_keys_insertion_and_deletion_inserts",50000,"BST",19,37,40,75,35,38,60,112
"random_keys_insertion_and_deletion_deletes",50000,"BST",29,59,40,79,34,38,70,134
"ascending_keys_insertion_and_deletion_inserts",50000,"BST",25000,49999,50001,99999,25001,50000,75001,149998
"ascending_keys_insertion_and_deletion_deletes",50000,"BST",24965,98930,24966,98931,24999,49999,49931,197861
"random_keys_insertion_and_deletion_inserts",50000,"BST",18,40,38,81,37,41,57,121
"random_keys_insertion_and_deletion_deletes",50000,"BST",28,57,38,83,38,41,67,139
"ascending_keys_insertion_and_deletion_inserts",50000,"BST",25000,49999,50001,99999,25001,50000,75001,149998
"ascending_keys_insertion_and_deletion_deletes",50000,"BST",24914,99732,24915,99733,24999,49999,49830,199465
"random_keys_insertion_and_deletion_inserts",50000,"BST",18,36,38,73,33,37,57,109
"random_keys_insertion_and_deletion_deletes",50000,"BST",28,57,38,74,33,37,66,127
"ascending_keys_insertion_and_deletion_inserts",50000,"BST",25000,49999,50001,99999,25001,50000,75001,149998
"ascending_keys_insertion_and_deletion_deletes",50000,"BST",25017,99796,25018,99797,24999,49999,50035,199593
"random_keys_insertion_and_deletion_inserts",50000,"BST",18,39,38,79,37,40,57,118
"random_keys_insertion_and_deletion_deletes",50000,"BST",28,61,39,81,36,40,67,142
"ascending_keys_insertion_and_deletion_inserts",50000,"BST",25000,49999,50001,99999,25001,50000,75001,149998
"ascending_keys_insertion_and_deletion_deletes",50000,"BST",24963,99366,24964,99367,24999,49999,49928,198733
"random_keys_insertion_and_deletion_inserts",50000,"BST",18,36,38,73,32,37,56,109
"random_keys_insertion_and_deletion_deletes",50000,"BST",27,55,38,74,32,37,66,128
"ascending_keys_insertion_and_deletion_inserts",50000,"BST",25000,49999,50001,99999,25001,50000,75001,149998
"ascending_keys_insertion_and_deletion_deletes",50000,"BST",24970,99612,24971,99613,24999,49999,49941,199225
"random_keys_insertion_and_deletion_inserts",50000,"BST",19,42,40,85,37,43,60,127
"random_keys_insertion_and_deletion_deletes",50000,"BST",29,62,40,87,36,43,70,149
"ascending_keys_insertion_and_deletion_inserts",50000,"BST",25000,49999,50001,99999,25001,50000,75001,149998
"ascending_keys_insertion_and_deletion_deletes",50000,"BST",25016,99652,25017,99653,24999,49999,50033,199305
"random_keys_insertion_and_deletion_inserts",50000,"BST",19,36,39,73,33,37,59,109
"random_keys_insertion_and_deletion_deletes",50000,"BST",30,61,40,77,33,37,70,135
"ascending_keys_insertion_and_deletion_inserts",50000,"BST",25000,49999,50001,99999,25001,50000,75001,149998
"ascending_keys_insertion_and_deletion_deletes",50000,"BST",24932,99556,24933,99557,24999,49999,49866,199113
"random_keys_insertion_and_deletion_inserts",50000,"BST",19,40,39,81,36,41,58,121
"random_keys_insertion_and_deletion_deletes",50000,"BST",28,62,39,84,37,41,68,145
"ascending_keys_insertion_and_deletion_inserts",50000,"BST",25000,49999,50001,99999,25001,50000,75001,149998
"ascending_keys_insertion_and_deletion_deletes",50000,"BST",25078,99484,25079,99485,24999,49999,50157,198969
"random_keys_insertion_and_deletion_inserts",50000,"BST",18,40,38,81,35,41,56,121
"random_keys_insertion_and_deletion_deletes",50000,"BST",28,59,38,80,33,41,67,136
"ascending_keys_insertion_and_deletion_inserts",50000,"BST",25000,49999,50001,99999,25001,50000,75001,149998
"ascending_keys_insertion_and_deletion_deletes",50000,"BST",25166,99580,25167,99581,24999,49999,50333,199161
"random_keys_insertion_and_deletion_inserts",50000,"BST",18,37,37,75,33,38,55,112
"random_keys_insertion_and_deletion_deletes",50000,"BST",27,56,37,75,31,38,65,131
"ascending_keys_insertion_and_deletion_inserts",50000,"BST",25000,49999,50001,99999,25001,50000,75001,149998
"ascending_keys_insertion_and_deletion_deletes",50000,"BST",25064,99146,25065,99147,24999,49999,50129,198293
"random_keys_insertion_and_deletion_inserts",60000,"BST",18,34,38,69,32,35,57,103
"random_keys_insertion_and_deletion_deletes",60000,"BST",28,57,39,72,31,35,68,129
"ascending_keys_insertion_and_deletion_inserts",60000,"BST",30000,59999,60001,119999,30001,60000,90001,179998
"ascending_keys_insertion_and_deletion_deletes",60000,"BST",29989,119378,29990,119379,29999,59999,59979,238757
"random_keys_insertion_and_deletion_inserts",60000,"BST",18,36,37,73,33,37,56,109
"random_keys_insertion_and_deletion_deletes",60000,"BST",27,53,38,78,33,37,65,129
"ascending_keys_insertion_and_deletion_inserts",60000,"BST",30000,59999,60001,119999,30001,60000,90001,179998
"ascending_keys_insertion_and_deletion_deletes",60000,"BST",30027,119796,30028,119797,29999,59999,60055,239593
"random_keys_insertion_and_deletion_inserts",60000,"BST",18,36,38,73,33,37,56,109
"random_keys_insertion_and_deletion_deletes",60000,"BST",27,57,38,79,34,37,65,132
"ascending_keys_insertion_and_deletion_inserts",60000,"BST",30000,59999,60001,119999,30001,60000,90001,179998
"ascending_keys_insertion_and_deletion_deletes",60000,"BST",30001,119646,30002,119647,29999,59999,60004,239293
"random_keys_insertion_and_deletion_inserts",60000,"BST",19,38,39,77,34,39,58,115
"random_keys_insertion_and_deletion_deletes",60000,"BST",27,56,39,79,35,39,67,132
"ascending_keys_insertion_and_deletion_inserts",60000,"BST",30000,59999,60001,119999,30001,60000,90001,179998
"ascending_keys_insertion_and_deletion_deletes",60000,"BST",30127,119122,30128,119123,29999,59999,60255,238245
"random_keys_insertion_and_deletion_inserts",60000,"BST",18,39,38,79,36,40,57,118
"random_keys_insertion_and_deletion_deletes",60000,"BST",28,64,38,81,35,40,67,143
"ascending_keys_insertion_and_deletion_inserts",60000,"BST",30000,59999,60001,119999,30001,60000,90001,179998
"ascending_keys_insertion_and_deletion_deletes",60000,"BST",30062,119046,30063,119047,29999,59999,60125,238093
"random_keys_insertion_and_deletion_inserts",60000,"BST",18,37,38,75,33,38,57,112
"random_keys_insertion_and_deletion_deletes",60000,"BST",28,61,38,78,33,38,67,137
"ascending_keys_insertion_and_deletion_inserts",60000,"BST",30000,59999,60001,119999,30001,60000,90001,179998
"ascending_keys_insertion_and_deletion_deletes",60000,"BST",29996,119436,29997,119437,29999,59999,59994,238873
"random_keys_insertion_and_deletion_inserts",60000,"BST",18,36,38,73,33,37,57,109
"random_keys_insertion_and_deletion_deletes",60000,"BST",27,55,39,75,31,37,66,126
"ascending_keys_insertion_and_deletion_inserts",60000,"BST",30000,59999,60001,119999,30001,60000,90001,179998
"ascending_keys_insertion_and_deletion_deletes",60000,"BST",29992,119894,29993,119895,29999,59999,59986,239789
"random_keys_insertion_and_deletion_inserts",60000,"BST",19,35,39,71,33,36,59,106
"random_keys_insertion_and_deletion_deletes",60000,"BST",29,59,40,76,32,36,69,130
"ascending_keys_insertion_and_deletion_inserts",60000,"BST",30000,59999,60001,119999,30001,60000,90001,179998
"ascending_keys_insertion_and_deletion_deletes",60000,"BST",29937,119844,29938,119845,29999,59999,59875,239689
"random_keys_insertion_and_deletion_inserts",60000,"BST",19,38,39,77,34,39,58,115
"random_keys_insertion_and_deletion_deletes",60000,"BST",28,61,39,81,34,39,68,140
"ascending_keys_insertion_and_deletion_inserts",60000,"BST",30000,59999,60001,119999,30001,60000,90001,179998
"ascending_keys_insertion_and_deletion_deletes",60000,"BST",29941,119490,29942,119491,29999,59999,59884,238981
"random_keys_insertion_and_deletion_inserts",60000,"BST",19,38,39,77,35,39,58,115
"random_keys_insertion_and_deletion_deletes",60000,"BST",28,62,39,79,35,39,67,138
"ascending_keys_insertion_and_deletion_inserts",60000,"BST",30000,59999,60001,119999,30001,60000,90001,179998
"ascending_keys_insertion_and_deletion_deletes",60000,"BST",29945,119322,29946,119323,29999,59999,59891,238645
"random_keys_insertion_and_deletion_inserts",60000,"BST",19,37,40,75,33,38,59,112
"random_keys_insertion_and_deletion_deletes",60000,"BST",29,57,40,75,34,38,69,131
"ascending_keys_insertion_and_deletion_inserts",60000,"BST",30000,59999,60001,119999,30001,60000,90001,179998
"ascending_keys_insertion_and_deletion_deletes",60000,"BST",30057,118850,30058,118851,29999,59999,60115,237701
"random_keys_insertion_and_deletion_inserts",60000,"BST",19,38,39,77,32,39,58,115
"random_keys_insertion_and_deletion_deletes",60000,"BST",28,56,39,77,34,39,68,131
"ascending_keys_insertion_and_deletion_inserts",60000,"BST",30000,59999,60001,119999,30001,60000,90001,179998
"ascending_keys_insertion_and_deletion_deletes",60000,"BST",30017,119310,30018,119311,29999,59999,60035,238621
"random_keys_insertion_and_deletion_inserts",60000,"BST",18,36,38,73,33,37,57,109
"random_keys_insertion_and_deletion_deletes",60000,"BST",28,56,38,76,32,37,66,130
"ascending_keys_insertion_and_deletion_inserts",60000,"BST",30000,59999,60001,119999,30001,60000,90001,179998
"ascending_keys_insertion_and_deletion_deletes",60000,"BST",29986,119740,29987,119741,29999,59999,59974,239481
"random_keys_insertion_and_deletion_inserts",60000,"BST",20,40,42,81,37,41,62,121
"random_keys_insertion_and_deletion_deletes",60000,"BST",30,62,42,83,36,41,72,145
"ascending_keys_insertion_and_deletion_inserts",60000,"BST",30000,59999,60001,119999,30001,60000,90001,179998
"ascending_keys_insertion_and_deletion_deletes",60000,"BST",30022,119894,30023,119895,29999,59999,60046,239789
"random_keys_insertion_and_deletion_inserts",60000,"BST",18,36,38,73,32,37,57,109
"random_keys_insertion_and_deletion_deletes",60000,"BST",27,57,38,76,32,37,66,132
"ascending_keys_insertion_and_deletion_inserts",60000,"BST",30000,59999,60001,119999,30001,60000,90001,179998
"ascending_keys_insertion_and_deletion_deletes",60000,"BST",29957,119080,29958,119081,29999,59999,59915,238161
"random_keys_insertion_and_deletion_inserts",60000,"BST",18,37,38,75,33,38,56,112
"random_keys_insertion_and_deletion_deletes",60000,"BST",28,57,38,77,32,38,66,133
"ascending_keys_insertion_and_deletion_inserts",60000,"BST",30000,59999,60001,119999,30001,60000,90001,179998
"ascending_keys_insertion_and_deletion_deletes",60000,"BST",30040,119870,30041,119871,29999,59999,60082,239741
"random_keys_insertion_and_deletion_inserts",60000,"BST",18,35,38,71,32,36,57,106
"random_keys_insertion_and_deletion_deletes",60000,"BST",28,58,38,73,31,36,67,131
"ascending_keys_insertion_and_deletion_inserts",60000,"BST",30000,59999,60001,119999,30001,60000,90001,179998
"ascending_keys_insertion_and_deletion_deletes",60000,"BST",29934,119566,29935,119567,29999,59999,59869,239133
"random_keys_insertion_and_deletion_inserts",60000,"BST",18,36,38,73,32,37,56,109
"random_keys_insertion_and_deletion_deletes",60000,"BST",27,58,38,77,33,37,66,130
"ascending_keys_insertion_and_deletion_inserts",60000,"BST",30000,59999,60001,119999,30001,60000,90001,179998
"ascending_keys_insertion_and_deletion_deletes",60000,"BST",29930,119494,29931,119495,29999,59999,59862,238989
"random_keys_insertion_and_deletion_inserts",60000,"BST",20,37,41,75,33,38,61,112
"random_keys_insertion_and_deletion_deletes",60000,"BST",30,57,41,77,33,38,72,131
"ascending_keys_insertion_and_deletion_inserts",60000,"BST",30000,59999,60001,119999,30001,60000,90001,179998
"ascending_keys_insertion_and_deletion_deletes",60000,"BST",30054,119282,30055,119283,29999,59999,60110,238565
"random_keys_insertion_and_deletion_inserts",60000,"BST",19,42,39,85,38,43,58,127
"random_keys_insertion_and_deletion_deletes",60000,"BST",28,65,39,83,37,43,67,147
"ascending_keys_insertion_and_deletion_inserts",60000,"BST",30000,59999,60001,119999,30001,60000,90001,179998
"ascending_keys_insertion_and_deletion_deletes",60000,"BST",29937,119390,29938,119391,29999,59999,59875,238781
"random_keys_insertion_and_deletion_inserts",70000,"BST",19,37,39,75,34,38,58,112
"random_keys_insertion_and_deletion_deletes",70000,"BST",28,59,39,77,33,38,67,131
"ascending_keys_insertion_and_deletion_inserts",70000,"BST",35000,69999,70001,139999,35001,70000,105001,209998
"ascending_keys_insertion_and_deletion_deletes",70000,"BST",34967,139720,34968,139721,34999,69999,69936,279441
"random_keys_insertion_and_deletion_inserts",70000,"BST",19,41,39,83,38,42,58,124
"random_keys_insertion_and_deletion_deletes",70000,"BST",29,69,39,85,38,42,69,154
"ascending_keys_insertion_and_deletion_inserts",70000,"BST",35000,69999,70001,139999,35001,70000,105001,209998
"ascending_keys_insertion_and_deletion_deletes",70000,"BST",35072,139292,35073,139293,34999,69999,70146,278585
"random_keys_insertion_and_deletion_inserts",70000,"BST",18,38,38,77,34,39,57,115
"random_keys_insertion_and_deletion_deletes",70000,"BST",27,57,38,79,33,39,66,129
"ascending_keys_insertion_and_deletion_inserts",70000,"BST",35000,69999,70001,139999,35001,70000,105001,209998
"ascending_keys_insertion_and_deletion_deletes",70000,"BST",34891,139716,34892,139717,34999,69999,69784,279433
"random_keys_insertion_and_deletion_inserts",70000,"BST",18,37,38,75,34,38,57,112
"random_keys_insertion_and_deletion_deletes",70000,"BST",28,58,38,75,33,38,67,131
"ascending_keys_insertion_and_deletion_inserts",70000,"BST",35000,69999,70001,139999,35001,70000,105001,209998
"ascending_keys_insertion_and_deletion_deletes",70000,"BST",34731,139698,34732,139699,34999,69999,69463,279397
"random_keys_insertion_and_deletion_inserts",70000,"BST",19,36,39,73,33,37,58,109
"random_keys_insertion_and_deletion_deletes",70000,"BST",28,56,39,74,32,37,68,128
"ascending_keys_insertion_and_deletion_inserts",70000,"BST",35000,69999,70001,139999,35001,70000,105001,209998
"ascending_keys_insertion_and_deletion_deletes",70000,"BST",34857,139280,34858,139281,34999,69999,69716,278561
"random_keys_insertion_and_deletion_inserts",70000,"BST",18,39,38,79,35,40,57,118
"random_keys_insertion_and_deletion_deletes",70000,"BST",28,58,39,79,34,40,68,136
"ascending_keys_insertion_and_deletion_inserts",70000,"BST",35000,69999,70001,139999,35001,70000,105001,209998
"ascending_keys_insertion_and_deletion_deletes",70000,"BST",34924,138928,34925,138929,34999,69999,69849,277857
"random_keys_insertion_and_deletion_inserts",70000,"BST",19,40,40,81,36,41,60,121
"random_keys_insertion_and_deletion_deletes",70000,"BST",29,67,40,81,35,41,70,148
"ascending_keys_insertion_and_deletion_inserts",70000,"BST",35000,69999,70001,139999,35001,70000,105001,209998
"ascending_keys_insertion_and_deletion_deletes",70000,"BST",35050,139090,35051,139091,34999,69999,70101,278181
"random_keys_insertion_and_deletion_inserts",70000,"BST",19,38,40,77,34,39,59,115
"random_keys_insertion_and_deletion_deletes",70000,"BST",29,59,40,81,34,39,69,136
"ascending_keys_insertion_and_deletion_inserts",70000,"BST",35000,69999,70001,139999,35001,70000,105001,209998
"ascending_keys_insertion_and_deletion_deletes",70000,"BST",35001,138604,35002,138605,34999,69999,70003,277209
"random_keys_insertion_and_deletion_inserts",70000,"BST",19,37,40,75,34,38,60,112
"random_keys_insertion_and_deletion_deletes",70000,"BST",30,59,40,77,33,38,71,133
"ascending_keys_insertion_and_deletion_inserts",70000,"BST",35000,69999,70001,139999,35001,70000,105001,209998
"ascending_keys_insertion_and_deletion_deletes",70000,"BST",35045,139586,35046,139587,34999,69999,70091,279173
"random_keys_insertion_and_deletion_inserts",70000,"BST",20,42,42,85,38,43,63,127
"random_keys_insertion_and_deletion_deletes",70000,"BST",31,64,42,84,38,43,74,148
"ascending_keys_insertion_and_deletion_inserts",70000,"BST",35000,69999,70001,139999,35001,70000,105001,209998
"ascending_keys_insertion_and_deletion_deletes",70000,"BST",35098,139278,35099,139279,34999,69999,70197,278557
"random_keys_insertion_and_deletion_inserts",70000,"BST",18,36,38,73,32,37,56,109
"random_keys_insertion_and_deletion_deletes",70000,"BST",28,60,38,76,32,37,66,136
"ascending_keys_insertion_and_deletion_inserts",70000,"BST",35000,69999,70001,139999,35001,70000,105001,209998
"ascending_keys_insertion_and_deletion_deletes",70000,"BST",35095,139282,35096,139283,34999,69999,70191,278565
"random_keys_insertion_and_deletion_inserts",70000,"BST",19,39,40,79,36,40,60,118
"random_keys_insertion_and_deletion_deletes",70000,"BST",29,59,40,83,36,40,70,135
"ascending_keys_insertion_and_deletion_inserts",70000,"BST",35000,69999,70001,139999,35001,70000,105001,209998
"ascending_keys_insertion_and_deletion_deletes",70000,"BST",35049,139884,35050,139885,34999,69999,70099,279769
"random_keys_insertion_and_deletion_inserts",70000,"BST",18,35,38,71,32,36,56,106
"random_keys_insertion_and_deletion_deletes",70000,"BST",28,55,38,77,31,36,66,126
"ascending_keys_insertion_and_deletion_inserts",70000,"BST",35000,69999,70001,139999,35001,70000,105001,209998
"ascending_keys_insertion_and_deletion_deletes",70000,"BST",34954,139604,34955,139605,34999,69999,69909,279209
"random_keys_insertion_and_deletion_inserts",70000,"BST",19,38,40,77,35,39,59,115
"random_keys_insertion_and_deletion_deletes",70000,"BST",30,61,40,78,34,39,70,135
"ascending_keys_insertion_and_deletion_inserts",70000,"BST",35000,69999,70001,139999,35001,70000,105001,209998
"ascending_keys_insertion_and_deletion_deletes",70000,"BST",35047,139354,35048,139355,34999,69999,70095,278709
"random_keys_insertion_and_deletion_inserts",70000,"BST",19,38,40,77,35,39,60,115
"random_keys_insertion_and_deletion_deletes",70000,"BST",30,58,41,79,35,39,71,135
"ascending_keys_insertion_and_deletion_inserts",70000,"BST",35000,69999,70001,139999,35001,70000,105001,209998
"ascending_keys_insertion_and_deletion_deletes",70000,"BST",34943,139632,34944,139633,34999,69999,69887,279265
"random_keys_insertion_and_deletion_inserts",70000,"BST",19,37,40,75,33,38,59,112
"random_keys_insertion_and_deletion_deletes",70000,"BST",29,57,40,79,34,38,70,135
"ascending_keys_insertion_and_deletion_inserts",70000,"BST",35000,69999,70001,139999,35001,70000,105001,209998
"ascending_keys_insertion_and_deletion_deletes",70000,"BST",35083,139348,35084,139349,34999,69999,70167,278697
"random_keys_insertion_and_deletion_inserts",70000,"BST",19,42,39,85,37,43,59,127
"random_keys_insertion_and_deletion_deletes",70000,"BST",29,66,40,85,37,43,69,151
"ascending_keys_insertion_and_deletion_inserts",70000,"BST",35000,69999,70001,139999,35001,70000,105001,209998
"ascending_keys_insertion_and_deletion_deletes",70000,"BST",35047,138706,35048,138707,34999,69999,70096,277413
"random_keys_insertion_and_deletion_inserts",70000,"BST",19,36,40,73,33,37,59,109
"random_keys_insertion_and_deletion_deletes",70000,"BST",30,59,40,75,33,37,70,132
"ascending_keys_insertion_and_deletion_inserts",70000,"BST",35000,69999,70001,139999,35001,70000,105001,209998
"ascending_keys_insertion_and_deletion_deletes",70000,"BST",34969,139364,34970,139365,34999,69999,69939,278729
"random_keys_insertion_and_deletion_inserts",70000,"BST",19,38,40,77,35,39,60,115
"random_keys_insertion_and_deletion_deletes",70000,"BST",29,60,40,77,34,39,69,137
"ascending_keys_insertion_and_deletion_inserts",70000,"BST",35000,69999,70001,139999,35001,70000,105001,209998
"ascending_keys_insertion_and_deletion_deletes",70000,"BST",34983,139240,34984,139241,34999,69999,69967,278481
"random_keys_insertion_and_deletion_inserts",70000,"BST",18,38,37,77,36,39,56,115
"random_keys_insertion_and_deletion_deletes",70000,"BST",27,59,38,79,34,39,66,135
"ascending_keys_insertion_and_deletion_inserts",70000,"BST",35000,69999,70001,139999,35001,70000,105001,209998
"ascending_keys_insertion_and_deletion_deletes",70000,"BST",34906,138666,34907,138667,34999,69999,69813,277333
"random_keys_insertion_and_deletion_inserts",80000,"BST",20,37,42,75,35,38,62,112
"random_keys_insertion_and_deletion_deletes",80000,"BST",32,59,42,80,34,38,74,135
"ascending_keys_insertion_and_deletion_inserts",80000,"BST",40000,79999,80001,159999,40001,80000,120001,239998
"ascending_keys_insertion_and_deletion_deletes",80000,"BST",39988,159328,39989,159329,39999,79999,79977,318657
"random_keys_insertion_and_deletion_inserts",80000,"BST",19,36,39,73,33,37,58,109
"random_keys_insertion_and_deletion_deletes",80000,"BST",28,57,39,73,32,37,68,128
"ascending_keys_insertion_and_deletion_inserts",80000,"BST",40000,79999,80001,159999,40001,80000,120001,239998
"ascending_keys_insertion_and_deletion_deletes",80000,"BST",39903,159180,39904,159181,39999,79999,79808,318361
"random_keys_insertion_and_deletion_inserts",80000,"BST",19,40,40,81,36,41,59,121
"random_keys_insertion_and_deletion_deletes",80000,"BST",29,60,40,82,37,41,69,138
"ascending_keys_insertion_and_deletion_inserts",80000,"BST",40000,79999,80001,159999,40001,80000,120001,239998
"ascending_keys_insertion_and_deletion_deletes",80000,"BST",39932,159254,39933,159255,39999,79999,79865,318509
"random_keys_insertion_and_deletion_inserts",80000,"BST",19,37,40,75,34,38,59,112
"random_keys_insertion_and_deletion_deletes",80000,"BST",29,61,40,78,35,38,70,135
"ascending_keys_insertion_and_deletion_inserts",80000,"BST",40000,79999,80001,159999,40001,80000,120001,239998
"ascending_keys_insertion_and_deletion_deletes",80000,"BST",39877,158812,39878,158813,39999,79999,79756,317625
"random_keys_insertion_and_deletion_inserts",80000,"BST",19,39,39,79,36,40,59,118
"random_keys_insertion_and_deletion_deletes",80000,"BST",28,57,39,84,36,40,68,141
"ascending_keys_insertion_and_deletion_inserts",80000,"BST",40000,79999,80001,159999,40001,80000,120001,239998
